8873,335.34
8943,40.9
8992,38.83
9030,28.97
9071,28.76
9105,39.24
9144,41.53
9182,38.22
9221,28.57
9258,28.17
9290,38.21
9330,32.95
9369,38.53
9404,29.91
9445,38.71
9482,37.72
9519,37.78
9556,36.72
9591,37.29
9717,57.79
9764,59.69
9891,45.71
9939,41.12
9978,37.21
10017,35.86
10056,30.38
10092,34.6
10129,33.78
10167,35.55
10202,35.22
10236,30.67
10272,26.72
10314,34.67
10351,33.67
10383,32.67
10417,28.6
10457,32.55
10495,35
10531,46.59
10569,33.19
10695,40.52
10743,34.02
10787,34.29
10821,40.83
10859,33.12
10987,27.38
11033,27.52
11070,31.02
11105,29.71
11142,25.24
11176,29.48
11210,28.88
11244,24.52
11278,23.16
11314,20.66
11348,20.05
11380,20.19
11412,20.4
11446,22.24
11480,20.29
11513,20.19
11545,21.21
11580,24.26
11615,22.69
11649,27.5
11683,26.59
11718,23.66
11754,22.69
11789,23.02
11823,22.81
11860,23.16
11894,22.88
11928,23.48
11961,23.17
11994,23.24
12027,23.24
12054,30.67
12092,23.21
12130,23.12
12165,22.98
12199,22.74
12232,22.55
12266,22.64
12305,23.02
12341,23.16
12375,22.88
12411,22.12
12449,22.21
12483,21.74
12519,20.67
12556,20.19
12592,19.88
12630,19.79
12666,82.22
12708,77.16
12753,78.95
12883,72.4
12935,82.33
12983,74.14
13033,70.4
13082,70.5
13124,71.88
13169,83
13218,78.62
13262,73.07
13301,72.66
13339,73.1
13377,72.66
13420,73.07
13459,72.64
13497,73.03
13536,73.43
13576,72.98
13615,72.95
13655,72.88
13691,73.31
13734,73.28
13773,73.31
13809,73.31
13839,73.78
13878,73.31
13917,72.95
13956,72.97
13993,73.02
14036,73.03
14080,73.07
14117,72.55
14160,72.71
14196,73.21
14232,72.84
14270,72.1
14307,71.76
14345,71.9
14381,71.97
14421,72
14462,72.5
14497,72.53
14534,72.57
14572,72.6
14608,72.6
14638,72.66
14675,72.69
14711,72.84
14749,72.69
14787,73.21
14827,73.53
14869,75.53
14905,75.71
14943,77
14983,78.48
15022,79.48
15060,20.43
15098,20.98
15133,21.4
15168,23.26
15208,25.98
15245,88.86
15288,92.5
15330,94.95
15370,97.83
15411,47.86
15450,104.05
15504,53.09
15556,47.34
15597,114.47
15657,53.05
15709,55.62
15749,58.62
15782,126.16
15838,127.84
15885,129.14
15925,130.95
15970,131.9
16014,132.45
16064,134.41
16109,135.38
16153,135.69
16201,136.38
16246,136.14
16289,137.81
16333,137.78
16380,138.34
16423,139.31
16474,140.5
16528,140.76
16585,143.74
16635,145.07
16686,145.53
16730,145.31
16775,142.19
16820,85.72
16874,86.52
16911,144.5
16966,90.22
17025,142.55
17083,139.26
17360,154.5
17505,48.59
17554,105.83
17609,47.88
17748,46.69
17794,107.78
17848,49.38
17897,57.83
17937,50.59
17980,60.57
18021,50.95
18062,47.48
18102,46.79
18139,49.98
18176,50.21
18215,53.69
18253,47.43
18295,46.48
18332,51.09
18375,47.91
18415,50.05
18455,47.33
18496,46.45
18533,45.9
107421,427.21
107496,227.12
107550,227.98
107598,410.05
107663,217.19
107717,229.74
107768,230.86
107822,231.9
107871,231.16
107917,232.47
107968,229.95
108077,229.26
108199,226.79
108260,226.57
108311,225.43
108361,222.45
108408,220.71
108456,219.43
108505,220.52
108555,218.26
108604,217.45
108652,217.55
108700,218.28
108748,218.36
108794,217.88
108937,219.34
108998,220.81
109107,222.29
109261,228.62
109321,228.19
109369,229.72
109417,231.69
109468,231.72
109516,235.93
109566,231.41
109615,231.6
109663,231.19
109710,230.4
109758,232.59
109806,230.17
109854,228.33
109906,228.1
109957,226.26
110006,225.74
110061,226
110204,222.74
110268,222.84
110312,222.17
110360,222.81
110410,223.38
110459,225.98
110508,224.21
110558,222.62
110606,223.64
110655,222.5
110705,222.29
110755,222.4
110801,225.26
110851,144.26
110896,222.24
111042,223.69
111105,225.45
111154,222.6
111205,223.62
111255,224.12
111301,224.16
111352,224.21
111401,224.95
111448,224.98
111496,168.52
111636,222.41
111695,218.48
111747,223.22
111801,429.84
111865,222.72
111917,222.26
112057,222.41
112118,223.55
112169,224.19
112221,139.31
112394,121.22
112448,226.88
112500,226.64
112643,226.91
112704,226.88
112752,228.24
112800,229.24
113048,231.95
113204,236.45
113268,237.98
113317,238.79
113366,238.93
113416,238.33
113466,237.76
113514,237.48
113562,237.17
113612,236.93
113661,233.36
113709,233.19
113759,231.69
113805,230.81
113853,230.16
113908,228.43
113960,228.07
114008,225.36
114058,226.14
114110,224.84
114160,225.83
114209,223.03
114257,223.5
114305,222.81
114353,221.16
114529,217.66
114588,215.97
114726,216.72
115017,222.53
115077,225.03
115124,227.41
115172,228.9
115225,231.31
115277,232.48
115521,151.48
115576,228.4
115630,226.41
115678,225.33
115725,224.21
115773,225.12
115947,221.43
116009,221.57
116063,222.33
116111,223.83
116159,225.1
116210,220.14
116420,222.78
116481,223.05
116536,223.19
116584,223.26
116630,223.43
116680,224.76
116728,226.1
116776,224.95
116829,226.33
116969,228.88
117033,229.4
117084,230.86
117137,232.62
117186,233.62
