2130,102.57
2256,103.28
2382,103.02
2508,102.69
2634,103.4
2760,103.09
2886,103.12
3012,103.1
3138,103.05
3264,102.95
3390,102.9
3516,102.95
3642,102.98
3768,102.91
3894,102.81
4020,103.33
4146,103.03
4272,103.43
4399,102.48
4525,103.24
4651,102.9
4776,102.97
4902,102.93
5028,102.81
5154,102.79
5280,102.47
5406,102.97
5532,102.95
5658,102.9
5784,102.93
5910,102.97
6036,102.91
6162,102.95
6288,102.98
6414,103.03
6540,103.07
6666,102.93
6792,103.28
6918,102.95
7044,102.95
7170,102.9
7296,102.88
7421,102.57
7547,102.95
7673,102.84
7799,102.93
7925,102.98
8051,102.95
8177,102.88
8303,102.95
8429,103
8555,102.84
8681,102.95
8807,103.1
8933,103.07
9059,103
9185,102.95
9311,102.97
9437,102.98
9563,102.93
9689,102.88
9815,102.91
9940,103.41
10066,103.03
10192,103
10319,102.95
10445,102.91
10571,102.98
10697,102.97
10823,102.9
10949,103.02
11075,103.02
11201,102.9
11327,102.88
11453,102.6
11579,102.98
11705,103.29
11831,103.02
11957,103.1
12083,102.88
12209,102.81
12335,102.84
12461,102.9
12587,102.59
12712,102.86
12838,103.19
12965,102.47
13091,102.93
13217,103.02
13343,102.98
13469,102.81
13595,102.9
13721,102.98
13847,102.95
13973,102.91
14099,102.84
14225,102.86
14351,102.6
14477,102.97
14603,102.79
14729,102.88
14855,103.1
14981,103.1
15107,103.16
15233,103.03
15358,102.98
15484,103.07
15610,103.03
15736,102.86
15863,102.97
15989,102.62
16115,103.33
16241,102.91
16367,102.9
16493,102.84
16619,102.95
16745,102.93
16871,102.9
16997,102.91
17123,102.95
17249,103.05
17375,102.71
17501,103.31
17627,102.88
17753,103.07
17879,103.03
18004,102.9
18131,102.83
18257,102.88
18383,103.05
18509,103.02
18635,102.86
18761,102.45
18887,102.9
19013,103
19139,103.02
19265,102.98
19391,102.97
19517,102.98
19643,102.93
19769,103.45
19895,103.09
20021,103.03
20147,102.95
20273,102.84
20399,102.93
20525,103.02
20651,102.91
20777,102.84
20903,102.95
21029,102.95
21155,103.31
21281,102.52
21407,102.9
21533,102.86
21659,102.91
21785,102.91
21911,102.9
22037,102.97
22163,102.97
22289,102.93
22415,102.91
22541,103.03
22667,103.09
22793,103
22919,102.95
23045,102.97
23171,102.97
23297,102.9
23422,102.95
23549,103.02
23675,102.91
23801,102.88
23927,102.98
24053,102.98
24179,103.22
24305,102.95
24431,103.03
24557,102.98
24683,102.95
24809,102.91
24935,103.09
25061,103.12
25187,102.88
25313,102.83
25439,102.97
25565,103
25691,102.84
25817,102.84
25944,102.93
26070,102.91
26195,102.9
26321,102.93
26447,102.97
26573,102.97
26699,102.93
26825,102.95
26951,102.98
27077,102.9
27203,102.93
27329,102.93
27455,102.84
27581,102.78
27707,102.93
27833,103
27959,102.93
28085,102.95
28211,102.79
28337,102.79
28463,102.98
28589,103.1
28715,103.05
28841,102.9
28967,102.84
29093,102.52
29219,103.34
29345,102.95
29471,103.02
29597,103.05
29723,103.1
29849,103.19
29975,103.07
30101,103.45
30227,103.47
30353,103.45
30480,103.48
30606,103.53
30732,103.22
30858,103.55
30984,103.48
31110,103.48
31236,103.55
31362,103.43
31488,103.21
31613,103.05
31739,102.69
31865,102.28
31991,101.81
32117,101.38
32243,100.91
32369,100.59
32494,100.62
32620,100.9
32746,101.12
32872,101.41
32998,102.03
33124,102.76
33250,103.22
33376,103.48
33503,103.91
33629,104.43
33755,105.02
33882,105.45
34008,105.76
34134,106
34259,106
34385,105.55
34511,104.53
34637,102.66
34763,101.1
34889,99.4
35015,98.98
35140,99.03
35266,100.31
35392,101.69
35518,102.79
35644,103.84
35771,103.74
35897,104.05
36023,104.79
36150,105.09
36276,104.5
36402,105.4
36528,104.76
36654,103.93
36780,103.34
36905,101.55
37031,99.91
37156,98.03
37282,97.29
37408,97.81
37533,99.45
37659,101.19
37785,102.83
37911,103.88
38037,104.98
38164,105.79
38290,106.6
38417,107.05
38543,107.69
38670,107.26
38796,106.9
38922,106.05
39048,104.72
39174,102.19
39300,99.59
39425,97.52
39550,95.62
39676,96.21
39801,96.95
39927,99.12
40052,101.03
40178,102.03
40304,104.02
40431,104.64
40557,105.72
40683,106.64
40810,107.47
40936,107.88
41062,107.53
41189,106.48
41315,104.64
41441,102.12
41567,99.48
41692,97.81
